Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,MAX,AVG,MED,MIN
SYNC,4.7339,0,11.0107,21.0556,7.0337,17.8037,4.4886,12.336,24.338,3.9237,24.338,10.67239,9.0222,0
FBXO38,1025.1681,1684.2105,1102.0408,1132.6676,3594.5258,1180.5324,1372.3932,3138.5542,2494.5483,628.0489,3594.5258,1735.26898,1276.4628,628.0489
FAM117A,1110.4707,1703.8492,1112.7308,1248.2168,2213.24,3034.9418,2264.1509,1838.6881,5932.243,2683.362,5932.243,2314.18933,2025.96405,1110.4707
TRIM11,385.0144,316.575,502.4295,426.5335,418.8415,578.203,366.435,346.0509,450.1558,1390.3976,1390.3976,518.06362,422.6875,316.575
PLA2G12A,275.1201,950.5106,390.6706,198.2882,868.2368,446.7554,531.281,386.8809,509.3458,467.4158,950.5106,502.45052,457.0856,198.2882
ITM2C,1800.5764,2509.8193,745.3839,3000,2627.6257,475.0416,12862.9593,2518.0723,2975.0779,4832.1582,12862.9593,3434.67146,2572.849,475.0416
CDT1,710.0865,549.8822,655.9767,949.3581,601.5277,773.7105,640.5164,312.5837,1391.7445,2576.7122,2576.7122,916.20985,683.0316,312.5837
C6orf62,4110.2709,4784.077,3918.999,3381.5407,3667.543,2674.1098,4880.0596,4634.1432,3458.9097,3281.0091,4880.0596,3879.0662,3793.271,2674.1098
AMN,5.3794,12.5687,6.8027,2.1398,24.825,43.2612,29.7915,6.6934,54.5171,84.2665,84.2665,27.02453,18.69685,2.1398
DOCK8,12212.0192,6051.846,9432.3032,7625.6134,10984.0484,7307.6539,10261.1718,11506.5261,9411.1449,3811.7433,12212.0192,8860.40702,9421.72405,3811.7433
TRIM56,819.9808,684.9961,780.3693,1154.7789,658.816,1100.6656,928.5005,1263.7216,778.8162,1666.8971,1666.8971,983.75421,874.24065,658.816
SBF2,1954.6129,874.8625,1187.5219,1686.5407,663.4309,1307.995,1386.3158,2867.1352,843.7617,725.2187,2867.1352,1349.73953,1247.75845,663.4309
RNF146,657.829,890.8091,822.1574,344.5078,874.6022,766.223,361.4697,1008.7015,785.8255,297.5661,1008.7015,680.96913,776.02425,297.5661
SPRY4,24.5917,4.7133,19.4363,5.7061,0,2.4958,49.6524,0,21.028,125.0831,125.0831,25.27067,12.5712,0
FAHD1,167.5312,326.7871,228.3771,227.5321,226.6073,379.3677,208.5402,180.0535,258.567,297.5661,379.3677,250.09293,227.9546,167.5312
QTRT1,99.9039,247.447,130.2235,174.7504,135.5824,326.1231,291.9563,113.1191,223.5202,633.3156,633.3156,237.59415,199.1353,99.9039
SF3B5,459.5581,498.0361,526.725,972.8959,410.5665,739.6007,653.426,433.0656,651.0903,1757.7469,1757.7469,710.27111,588.90765,410.5665
GSG1,0.7685,0.7855,0,0,4.4558,4.9917,3.9722,4.0161,1.5576,1.3167,4.9917,2.18641,1.43715,0
EMC6,86.4938,91.3354,144.9174,234.9215,78.5678,206.0233,105.4518,88.407,96.8146,250.3374,250.3374,138.327,101.1332,78.5678
APH1B,775.4083,908.8767,976.6764,583.4522,847.8676,614.8087,739.8213,757.0281,688.4735,239.6329,976.6764,713.20457,748.4247,239.6329
GLT8D2,8.4534,23.5664,32.07,4.2796,17.823,3.3278,9.9305,20.0803,7.7882,3.95,32.07,13.12692,9.19195,3.3278
NUF2,378.098,465.0432,372.206,215.4066,285.1687,554.0765,230.3873,149.9331,366.8224,107.9665,554.0765,312.51083,325.99555,107.9665
RILP,87.6081,135.8995,88.4354,229.6719,78.2941,491.6805,179.7418,143.909,137.0717,106.6498,491.6805,167.89618,136.4856,78.2941
COG3,898.367,1049.4894,925.1701,727.5321,1003.1827,1034.9418,1189.6723,1008.0321,1211.0592,710.9988,1211.0592,975.84455,1005.6074,710.9988
UCK1,225.1681,191.6732,309.0379,388.7304,224.6976,231.2812,373.3863,258.3668,309.19,767.6153,767.6153,327.91468,283.70235,191.6732
THAP2,120.6532,227.0228,141.8853,91.2981,377.4666,64.8918,63.5551,215.5288,262.4611,38.1833,377.4666,160.29461,131.26925,38.1833
SOX7,6.1479,28.2325,7.7745,6.3053,24.1884,43.1448,14.2602,5.7697,10.771,4.2133,43.1448,15.08076,9.27275,4.2133
AMMECR1L,564.073,740.7698,753.1584,426.5335,930.6174,603.9933,613.7041,643.909,822.4299,913.7651,930.6174,701.29535,692.3394,426.5335
C19orf12,315.0817,335.4281,359.5724,268.9016,397.1992,341.0982,401.1917,367.4699,246.1059,369.9827,401.1917,340.20314,350.3353,246.1059
DYNLRB2,0,2.3566,0,0,0,0,0.993,0.6693,0,1.3167,2.3566,0.53356,0,0
RPS6KL1,100.6724,142.9694,7.7745,37.8031,147.0401,148.0865,58.5899,10.7095,134.7352,14.4833,148.0865,80.28639,79.63115,7.7745
FERMT3,2538.3285,1624.509,2719.1448,4741.7974,1527.0528,3613.1448,2693.148,2380.6024,2753.8941,4147.4927,4741.7974,2873.91145,2706.1464,1527.0528
ZNF484,178.2901,234.8782,206.9971,99.1441,252.7053,148.0865,283.0189,238.9558,207.1651,75.0499,283.0189,192.4291,207.0811,75.0499
SYT15,99.9039,71.4847,49.5627,35.6633,117.1229,33.2779,137.0407,226.9076,23.3645,42.1333,226.9076,83.64615,60.5237,23.3645
KLF16,607.877,413.1972,481.0496,1024.9643,601.5277,581.5308,968.2224,479.9197,806.0748,1450.9641,1450.9641,741.53276,604.70235,413.1972
HMCN1,0,9.4266,2.9155,2.1398,3.8192,2.4958,10.9235,0,19.4704,0,19.4704,5.11908,2.70565,0
GPR61,0,0.7855,4.8591,0,0.6365,1.6639,2.9791,0.6693,0.7788,3.95,4.8591,1.63222,0.78215,0
USHBP1,0,0,0,0.7133,4.4558,4.1597,7.9444,0.6693,7.0093,5.2667,7.9444,3.02185,2.4365,0
STK40,1546.2056,921.4454,1577.2595,1924.3937,1125.3978,1350.2496,1077.4578,1390.8969,1405.7632,1685.3304,1924.3937,1400.43999,1398.33005,921.4454
BRIP1,458.0211,536.5279,643.3431,222.5392,592.6162,360.2329,782.5223,416.332,551.4019,275.1829,782.5223,483.87195,497.2745,222.5392
ZNF394,969.0682,1320.5027,972.7891,1139.8003,873.3291,1551.5807,1136.0477,659.3039,927.5701,3354.8608,3354.8608,1290.48526,1054.4184,659.3039
ATRIP,192.3842,220.0314,223.207,200.8916,245.487,275.183,189.1658,195.7764,282.7259,316.6973,316.6973,234.15496,221.6192,189.1658
CEP78,596.3497,709.348,514.0914,349.5007,509.2298,503.3278,1000,398.929,459.5016,443.7159,1000,548.39939,506.2788,349.5007
FAM161A,45.341,162.608,134.1108,58.4879,171.2285,96.5058,313.8034,100.4016,224.2991,97.4332,313.8034,140.42193,117.2562,45.341
NLRC5,2479.9232,1219.1673,1516.035,1753.2097,835.1369,2887.6872,2076.4647,1178.7149,1899.5327,1055.9648,2887.6872,1690.18364,1634.62235,835.1369
CHD6,2049.5677,2268.6567,1432.4587,1163.3381,3401.0185,1794.5092,3168.8183,2910.3079,2788.9408,2010.5465,3401.0185,2298.81624,2159.1122,1163.3381
SETD3,1378.6744,1464.2577,1776.482,1216.1198,1844.6849,1355.2413,1583.9126,1669.344,1384.7352,1166.5646,1844.6849,1484.00165,1424.49645,1166.5646
TXNDC2,3.8425,1.5711,6.8027,1.4265,0.6365,6.6556,0.993,0,3.1153,0,6.8027,2.50432,1.4988,0
ZCCHC9,288.9529,345.6402,527.6968,373.0385,338.0013,434.2762,240.3178,355.4217,310.7477,150.0997,527.6968,336.41928,341.82075,150.0997
FLYWCH1,266.6667,459.5444,555.8795,497.1469,417.5684,795.3411,1004.9652,378.1794,577.8816,1784.0802,1784.0802,673.72534,526.5132,266.6667
NICN1,352.3074,448.1697,307.4927,286.4194,397.0401,515.4576,462.2443,388.6412,413.1776,474.9867,515.4576,404.59367,405.10885,286.4194
ZDHHC16,357.3487,324.4305,506.3168,375.1783,313.8129,376.8719,274.0814,358.7684,548.2866,441.0826,548.2866,387.61781,366.97335,274.0814
UQCC2,230.5552,248.9552,421.7687,237.3039,328.8733,512.3211,404.5084,281.8608,283.2009,620.3069,620.3069,356.96544,306.0371,230.5552
CCDC115,532.5648,515.3181,656.9485,641.9401,498.4087,442.5957,428.004,463.1861,353.5826,658.3322,658.3322,519.08808,506.8634,353.5826
ACBD6,217.4832,446.1901,255.5879,261.0556,429.0261,375.208,396.2264,174.0295,361.3707,566.1657,566.1657,348.23432,368.28935,174.0295
ZBED3,94.5245,43.205,10.69,59.2011,138.1286,128.9517,229.3942,52.2088,82.5545,109.2831,229.3942,94.81415,88.5395,10.69
DYDC2,0,0,0,0,3.8192,1.6639,2.9791,0,4.6729,0,4.6729,1.31351,0,0
CARD11,239.001,91.9089,57.3372,259.6291,64.9268,399.3344,2223.4359,322.6238,140.1869,175.1164,2223.4359,397.35004,207.0587,57.3372
MAML2,353.5062,129.6151,410.1069,481.4551,434.7549,449.2512,357.4975,745.6493,127.7259,110.5998,745.6493,360.01619,383.8022,110.5998
MCM8,558.6936,929.3009,971.8173,555.6348,687.4602,755.4077,777.5571,566.2651,703.271,492.4325,971.8173,699.78402,695.3656,492.4325
JAGN1,365.0336,483.8963,601.5549,703.281,686.8237,498.3361,547.1698,522.0884,651.0903,851.8818,851.8818,591.11559,574.36235,365.0336
ZNF559,386.5514,681.0683,378.0369,225.3923,894.9586,330.2829,715.9186,556.8942,835.5607,281.7662,894.9586,528.64301,471.7228,225.3923
SLC12A8,1.537,3.1422,14.5773,6.4194,2.5461,27.4542,0.993,15.5154,2.3364,3.95,27.4542,7.8471,3.5461,0.993
TUBB6,971.3353,185.6638,760.0194,689.6006,525.9453,413.8519,858.4508,951.1245,2484.5561,2013.7328,2484.5561,985.42805,809.2351,185.6638
ZNF469,255.1393,181.4611,224.4898,174.0371,735.2005,161.3977,465.7398,64.257,468.8474,468.7325,735.2005,319.93022,239.81455,64.257
GLYR1,2641.3064,2091.1233,1764.8202,2263.1954,2586.8873,2980.0333,1529.2949,1583.668,2823.9875,1651.0971,2980.0333,2191.54134,2177.15935,1529.2949
KDM2B,2150.7935,1437.0856,1405.3256,1403.0813,2180.2292,1466.6889,2193.0089,1818.9893,2301.4953,2009.3352,2301.4953,1836.60328,1914.16225,1403.0813
ACCS,671.6619,2073.0558,343.0515,577.7461,2344.3666,730.4493,783.5154,605.087,2011.6822,429.2326,2344.3666,1056.98484,701.0556,343.0515
MYO18B,0.7685,102.9065,0,1.4265,1091.6614,4.9917,18.8679,2.6774,1.5576,0,1091.6614,122.48575,2.1175,0
COX4I2,0,0,0,0.7133,1.9096,1.6639,0,0,0,3.95,3.95,0.82368,0,0
TUBA1C,1084.342,1693.6371,1373.1778,1955.7775,1397.1992,1712.9784,1481.6286,898.929,2063.8629,5195.5576,5195.5576,1885.70901,1587.63285,898.929
NFKBID,181.3641,174.3912,233.2362,298.8588,182.0496,874.376,191.6584,204.8193,92.6791,1169.198,1169.198,360.26307,198.23885,92.6791
RTN4IP1,195.9654,146.1115,185.6171,197.5749,108.2113,155.574,130.0894,173.3601,221.9626,161.9497,221.9626,167.6416,167.6549,108.2113
PHF5A,320.4611,362.1367,470.3596,415.1213,382.5589,403.4942,339.6226,373.494,364.486,445.0326,470.3596,387.6767,378.02645,320.4611
TMEM25,22.2863,65.9859,31.0982,74.1797,29.9173,59.0682,140.0199,59.5716,47.5078,159.3164,159.3164,68.89513,59.3199,22.2863
ZDHHC12,338.1364,289.0809,535.4713,604.1369,246.9764,509.9834,265.144,257.0281,437.6947,434.4992,604.1369,391.81513,386.3178,246.9764
C1orf198,36.8876,262.3723,171.0398,80.5991,294.0802,328.619,277.0606,40.1606,134.7352,189.5997,328.619,181.51541,180.31975,36.8876
PLXDC2,978.2901,351.139,266.2779,728.9586,71.2922,529.1181,176.7627,564.9264,324.7664,434.4992,978.2901,442.60306,392.8191,71.2922
LRP11,320.4611,216.0251,276.9485,179.7432,21.0057,174.5507,85.4022,512.7175,41.2773,59.2499,512.7175,188.73812,177.14695,21.0057
C8orf76,264.3612,303.2207,309.0379,239.9929,360.2801,259.5674,188.6792,282.4632,326.4408,226.4663,360.2801,276.05097,273.4122,188.6792
SERAC1,131.4121,304.7918,228.3771,139.8003,194.7804,206.3228,145.9782,277.7778,242.9907,64.5166,304.7918,193.67478,200.5516,64.5166
TIGD5,109.8943,62.0581,76.7736,91.2981,157.8612,102.3295,115.1936,68.9424,140.9657,169.8497,169.8497,109.51662,106.1119,62.0581
RELT,1151.9693,967.0071,1134.1108,1489.301,411.8396,1574.8752,1178.7488,1302.5435,549.0654,1811.7302,1811.7302,1157.11909,1165.35905,411.8396
FBXL20,684.7262,646.5043,702.6239,478.602,794.3985,371.0483,655.4121,845.3815,791.2773,534.5657,845.3815,650.45398,670.06915,371.0483
PNMA6A,4.611,3.1422,0.9718,2.1398,72.5652,15.807,17.8749,0,48.2866,32.9166,72.5652,19.83151,10.209,0
TOX2,5.3794,7.0699,21.38,20.6847,1.2731,17.4709,14.8957,1.3387,1.5576,10.5333,21.38,10.15833,8.8016,1.2731
TMEM128,438.8088,511.3904,447.036,444.3652,535.3278,361.0649,741.8073,483.2664,373.8318,327.8494,741.8073,466.4748,445.7006,327.8494
TMEM141,87.6081,121.7596,120.5053,183.3096,50.923,185.5241,100.2979,100.4016,167.4455,188.283,188.283,130.60577,121.13245,50.923
SYDE1,3.8425,5.4988,11.6618,2.1398,12.0942,20.7987,39.7219,6.0241,10.1246,80.3165,80.3165,19.22229,10.8932,2.1398
TRIM5,746.4592,1115.6167,615.8212,523.8374,1058.9561,640.2995,771.718,971.8675,1179.1433,373.8405,1179.1433,799.75594,759.0886,373.8405
EAF1,1344.8607,1107.6198,1152.5753,1822.3966,963.0808,2385.1913,1287.9841,1439.0897,747.6636,915.0817,2385.1913,1316.55436,1220.2797,747.6636
STON2,298.1748,661.4297,97.1817,385.1641,12.7307,93.178,661.3704,77.6439,1707.9439,300.1995,1707.9439,429.50167,299.18715,12.7307
DOCK7,791.5466,706.9914,232.2643,7.1327,1391.4704,158.9018,567.0308,702.1419,1172.1184,578.0157,1391.4704,630.7614,640.0788,7.1327
HELZ2,620.9414,391.2019,736.6375,1356.6334,208.1477,813.6439,575.9682,1313.253,397.1963,689.9321,1356.6334,710.35554,655.43675,208.1477
UNK,839.9616,908.8767,745.3839,728.9586,1112.6671,1210.4825,945.3823,732.9317,1573.2087,1420.6808,1573.2087,1021.85339,927.1295,728.9586
CIPC,370.4131,523.9592,359.5724,336.6619,504.774,303.6606,761.6683,461.178,623.053,298.8828,761.6683,454.38233,415.79555,298.8828
DNAJC5B,1.537,3.9277,20.4082,0.7133,1.9096,0,8.9374,11.3788,0,5.2667,20.4082,5.40787,2.91865,0
ANKRD13A,2930.2594,2438.3346,3337.2206,4007.1327,2598.345,2602.3295,4323.7339,4002.6774,2397.1963,2934.8449,4323.7339,3157.20743,2932.55215,2397.1963
KCNK17,25.3602,67.557,76.7736,0,0,67.3877,237.3386,4.6854,2.3364,68.4665,237.3386,54.99054,46.37395,0
ABCC10,643.9962,368.4211,729.8348,549.9287,429.6626,648.9185,410.1291,607.7644,574.7664,595.1323,729.8348,555.85541,584.94935,368.4211
SEC16B,52.3112,50.2749,147.9689,0,51.6805,7.4875,173.0487,6.0241,98.3567,175.3665,175.3665,76.2519,51.99585,0
LHX4,15.4851,23.8099,31.4286,23.0243,45.0796,27.5541,37.567,34.0629,37.9128,14.615,45.0796,29.05393,29.49135,14.615
PHLDB2,13.8329,9.4266,12.6336,14.2653,11.4577,16.6389,42.7011,6.6934,17.9128,3.95,42.7011,14.95123,13.23325,3.95
BTBD6,330.4515,223.8806,284.7425,400.8559,208.7842,475.8735,334.6574,283.1325,396.4174,566.1657,566.1657,350.49612,332.55445,208.7842
UNC5A,109.1258,26.7086,88.4354,111.2696,3.1827,23.2945,0.993,31.4592,0,7.9,111.2696,40.23688,25.00155,0
CEACAM21,42.2671,165.7502,89.4072,89.8716,197.3265,84.0266,41.708,44.8461,50.6231,19.75,197.3265,82.55764,67.32485,19.75
TP53I13,265.1297,142.1838,255.5879,272.4679,263.5264,410.1498,421.0526,301.2048,742.9907,1017.7816,1017.7816,409.20752,286.83635,142.1838
MED30,239.7695,254.5169,318.7561,273.1812,323.9975,234.609,290.9633,157.9652,200.9346,604.3489,604.3489,289.90422,263.84905,157.9652
TMEM41A,431.1239,584.4462,494.655,601.9971,733.2909,504.1597,774.578,522.0884,441.5888,1487.8307,1487.8307,657.57587,553.2673,431.1239
BMF,1191.1623,247.447,586.9776,1146.933,665.1814,693.0116,2706.0576,2471.2182,1151.8692,458.1992,2706.0576,1131.80571,919.9723,247.447
DUOXA1,0,0,0,0,1.2731,14.1431,44.6872,0,3.1153,6.083,44.6872,6.93017,0.63655,0
STARD13,166.7627,23.5664,0.9718,64.194,68.1095,110.6489,47.6663,4.6854,100.4673,11.85,166.7627,59.89223,55.93015,0.9718
CEP95,645.5331,1194.8154,790.0875,500,1039.4653,986.6889,1385.3029,768.407,1224.2991,1161.298,1385.3029,969.58972,1013.0771,500
TRIM41,847.8694,826.795,1071.5258,1053.7874,939.6945,1239.2013,1414.2105,1177.7912,1265.4517,1000.2172,1414.2105,1083.6544,1062.6566,826.795
CERS5,430.3554,942.6551,862.9738,726.8188,964.3539,766.223,943.3962,995.9839,1031.9315,1283.7478,1283.7478,894.84394,943.02565,430.3554
L3MBTL4,50.7205,5.4988,0.9718,143.3666,0.6365,25.7903,411.1221,361.4458,1.5576,0,411.1221,100.111,15.64455,0
SCARF2,15.3698,7.0699,12.6336,14.2653,12.0942,34.1098,31.7776,12.7175,27.2586,113.2331,113.2331,28.05294,14.81755,7.0699
GGT1,1.537,28.2797,27.2109,14.9786,3.1827,18.3028,4.9652,2.008,0.7788,0,28.2797,10.12437,4.07395,0
UBXN11,1623.0548,514.5326,953.3528,1434.3795,274.9841,2507.4875,407.15,1990.6292,852.8037,596.449,2507.4875,1115.48232,903.07825,274.9841
SLFN11,3306.0519,2809.1123,2986.3946,98.4308,3559.5162,2706.3228,1653.426,3326.6399,2965.7321,655.6989,3559.5162,2406.73255,2887.4222,98.4308
CHURC1,1465.8367,1265.9701,1319.4266,1755.3495,1419.7708,879.8419,1442.8997,2215.3949,1095.771,991.7116,2215.3949,1385.19728,1369.5987,879.8419
ATPAF2,400.3842,406.9128,420.7969,458.9372,436.028,632.1714,770.6058,377.51,438.4735,741.282,770.6058,508.31018,437.25075,377.51
ACY3,223.6311,216.0251,1.9436,629.1013,121.5786,142.2629,308.8381,75.6359,247.6636,22.3833,629.1013,198.90635,179.144,1.9436
LIN52,219.0202,241.1626,198.2507,210.4137,192.2342,246.2562,193.6445,160.6426,233.6449,206.7163,246.2562,210.19859,208.565,160.6426
NEK9,2409.9904,2743.1265,3016.5209,1796.0057,2702.7371,2238.7687,3361.4697,3289.1566,2471.9626,2117.1963,3361.4697,2614.69345,2587.34985,1796.0057
MYLK3,16.9068,27.4941,9.7182,21.398,3.1827,9.9834,15.8888,3.3467,12.4611,14.4833,27.4941,13.48631,13.4722,3.1827
TTC5,184.438,243.5192,183.6735,222.5392,288.3514,149.7504,221.4499,209.5047,233.6449,189.5997,288.3514,212.64709,215.4773,149.7504
NDUFAF2,56.8684,86.4101,83.5763,146.933,66.8364,186.3561,65.5412,50.8701,55.296,105.3331,186.3561,90.40207,75.20635,50.8701
ARRDC4,467.243,536.5279,648.2021,1174.0371,1517.5048,660.5657,1013.9027,1404.9531,964.9533,130.3498,1517.5048,851.82395,812.7595,130.3498
OXNAD1,298.9433,397.4863,245.8698,285.3067,384.4685,382.6955,463.7537,259.0361,476.6355,196.183,476.6355,339.03784,340.8194,196.183
STRADA,819.9808,852.3174,789.1156,915.8345,1053.4691,1037.4376,700.0993,842.0348,1351.2461,1308.7644,1351.2461,967.02996,884.07595,700.0993
FANK1,12.2959,70.6991,11.6618,0.7133,59.198,19.1348,29.7915,1.3387,126.947,27.65,126.947,35.94301,23.3924,0.7133
IMP4,199.8079,255.3024,222.5462,355.2068,255.888,308.6522,256.2066,145.917,426.0125,592.499,592.499,301.80386,256.0473,145.917
9-Mar,71.4697,56.5593,157.4344,203.281,31.1903,304.4925,569.0169,277.1084,59.19,235.6829,569.0169,196.54254,180.3577,31.1903
NT5C1B,2.3055,2.3566,0,0.7133,1.2731,5.0832,12.9096,2.6774,1.5576,1.3167,12.9096,3.0193,1.93155,0
TMEM44,109.8943,417.1249,177.8426,189.729,796.3081,432.6123,133.0685,105.087,1400.3115,420.0159,1400.3115,418.19941,303.42695,105.087
ZNF561,849.1835,926.1587,809.5238,517.1184,994.9077,489.1847,676.2661,894.2436,1111.3707,402.8993,1111.3707,767.08565,829.35365,402.8993
PGAP3,224.3996,207.3841,137.9981,201.8545,360.2801,395.1747,215.4916,147.2557,267.134,371.2994,395.1747,252.82718,219.9456,137.9981
MVB12A,169.0682,101.3354,172.9835,272.4679,156.5882,256.2396,184.7071,161.3119,245.3271,184.333,272.4679,190.43619,178.65825,101.3354
OPALIN,1.537,2.3566,0,29.9572,82.1133,0,1252.2344,246.3186,20.2492,2.6333,1252.2344,163.73996,11.44125,0
TRMT10A,156.7723,186.9599,131.1953,83.4522,183.3227,87.3544,78.4508,127.1754,158.8785,61.8832,186.9599,125.54447,129.18535,61.8832
CADPS2,9.2219,7.0699,0,2.8531,0,13.3111,13.9027,0,7.0093,0,13.9027,5.3368,4.9312,0
FOXP2,0,3.1422,0,2.8531,0,1.6639,0.993,0,0,2.6333,3.1422,1.12855,0.4965,0
LENG9,64.8453,25.4595,62.6142,75.4636,78.8288,47.2795,34.7567,81.2115,103.8318,91.2975,103.8318,66.55884,70.15445,25.4595
TP53INP1,1862.8242,5039.2773,695.8212,1415.1213,3476.7664,1309.4842,2400.1986,3171.3521,2404.9844,468.7325,5039.2773,2224.45622,2131.5114,468.7325
MYL12B,2243.9962,2743.1265,3724.0039,4340.9415,2669.6372,2576.5391,2466.7329,2593.7082,2239.0966,3602.3937,4340.9415,2920.01758,2631.6727,2239.0966
EGLN3,0.7685,0.7855,0,6.4194,0,11.6473,16.8818,0,1.5576,0,16.8818,3.80601,0.777,0
SAT2,182.1326,139.0416,253.6443,313.1241,60.471,338.6023,96.3257,190.7631,95.7944,389.7327,389.7327,205.96318,186.44785,60.471
SNX18,2061.0951,928.5153,1725.9475,1574.1797,525.7798,628.1198,1439.9206,1441.0977,485.2025,463.4659,2061.0951,1127.33239,1184.21795,463.4659
RWDD2A,49.1835,10.2121,35.9572,28.5307,2.5461,29.9501,95.3327,44.8461,1.5576,14.4833,95.3327,31.25994,29.2404,1.5576
TUBA3E,7.6849,2.3566,4.8591,9.9857,26.7346,7.4875,10.9235,6.0241,10.9034,23.7,26.7346,11.06594,8.8353,2.3566
IFT43,13.8329,25.923,20.4082,29.2439,12.7307,19.1348,31.7776,16.0643,28.0374,72.4165,72.4165,26.95693,23.1656,12.7307
WDR89,353.5062,556.9521,335.277,236.8046,734.564,346.9218,246.2761,319.9465,327.8816,89.5332,734.564,354.76631,331.5793,89.5332
TP53RK,445.7253,746.2687,572.4004,318.117,693.8256,297.8369,260.1787,496.6533,307.6324,263.3329,746.2687,440.19712,381.92115,260.1787
CHST14,358.1172,303.2207,488.8241,436.5193,430.2992,269.5507,484.6077,372.8246,448.5981,887.4318,887.4318,447.99934,433.40925,269.5507
C12orf57,91.4505,108.4053,325.5588,149.0728,309.9936,369.3844,232.3734,116.4659,332.5545,1566.8306,1566.8306,360.20898,271.1835,91.4505
LARP4,697.0221,2018.8531,1098.1535,756.776,1817.3138,1097.3378,1261.1718,1313.9224,1598.1308,398.9493,2018.8531,1205.76306,1179.66265,398.9493
HELQ,371.95,417.1249,323.6152,232.525,524.5067,337.7704,319.7617,392.905,484.4237,206.7163,524.5067,361.12989,354.8602,206.7163
ZBED6CL,86.0711,238.806,80.6608,64.9073,307.4475,192.1797,355.5114,87.0147,182.243,518.7658,518.7658,211.36073,187.21135,64.9073
SIGLEC11,50.7205,24.3519,81.6327,84.1655,0,25.7903,1.9861,6.0241,2.3364,7.9,84.1655,28.49075,16.12595,0
CSMD2,0,1.5711,0,0,0,4.1597,0.993,0.6693,0,0,4.1597,0.73931,0,0
GPRIN1,19.2123,12.5687,31.0982,32.097,7.0019,29.1181,5.9583,21.419,9.3458,15.8,32.097,18.36193,17.50615,5.9583
RHPN1,126.8012,27.4941,54.4218,211.8402,330.3628,458.4027,624.6276,118.4739,77.8816,980.915,980.915,301.12209,169.3207,27.4941
LENG8,6502.6859,6612.4038,3852.8377,6194.1512,8971.4577,11062.5374,14272.5521,9582.1084,12143.8318,15533.5585,15533.5585,9472.81245,9276.78305,3852.8377
OSBPL9,1827.4736,2167.3213,1607.3858,1367.3324,2758.1158,1415.1414,1864.9454,2661.3119,2533.4891,2060.5797,2758.1158,2026.30964,1962.76255,1367.3324
MRFAP1L1,561.7675,648.0754,735.6657,711.127,973.2654,659.7338,337.6365,620.4819,556.8536,420.0159,973.2654,622.46227,634.27865,337.6365
PTPMT1,462.1018,540.4399,558.3285,674.9857,527.6639,516.4642,632.9394,540.8701,473.2321,1057.8345,1057.8345,598.48601,540.655,462.1018
FCRL3,31.5082,36.1351,70.9427,24.9643,29.9173,72.3794,41.708,150.6024,66.9782,18.4333,150.6024,54.35689,38.92155,18.4333
LRRC42,142.9395,183.0322,162.2935,119.8288,225.9707,200.4992,195.6306,171.3521,277.2586,285.7162,285.7162,196.45214,189.3314,119.8288
FCHO2,708.5495,213.6685,85.5199,253.2097,912.1579,563.228,666.3357,38.822,669.7819,147.4664,912.1579,425.87395,408.21885,38.822
TRMT61A,106.0519,106.8342,131.1953,152.6391,164.2266,177.2047,180.7349,92.3695,188.4735,473.9992,473.9992,177.37289,158.43285,92.3695
CCDC151,1.537,0,2.9155,4.9929,0.6365,14.975,0.993,16.0643,0,1.3167,16.0643,4.34309,1.42685,0
DNTTIP1,357.3487,298.5075,543.2459,841.6548,294.0802,463.3943,242.3039,364.1232,439.2523,467.4158,841.6548,431.13266,401.68775,242.3039
KLHDC3,1032.853,955.2239,975.7046,1360.913,1207.5111,1112.3128,1349.5531,801.2048,1607.4766,2167.2295,2167.2295,1256.99824,1159.91195,801.2048
FAM210B,804.611,1824.0377,878.5228,831.669,677.2756,2975.8735,1657.3982,688.755,768.6916,712.3154,2975.8735,1181.91498,818.14,677.2756
