Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,MAX,AVG,MED,MIN
R3HDM1,1572.3343,1491.7518,1244.898,1498.5735,2244.4303,943.4276,2274.0814,1432.3963,2147.9751,1213.9645,2274.0814,1606.38328,1495.16265,943.4276
KAT6B,1674.5437,2789.4737,1602.5267,1243.224,5186.5054,2194.6755,2807.3486,1637.8849,3567.757,2517.4623,5186.5054,2522.14018,2356.0689,1243.224
CABIN1,1865.1297,2256.088,1927.1137,1802.4251,1733.2909,2085.6905,2755.71,1796.5194,3415.8879,4474.0255,4474.0255,2411.18807,2006.4021,1733.2909
SYNGR4,5.3794,0,0.9718,2.1398,0,0,1.9861,0,0,3.95,5.3794,1.44271,0.4859,0
WBP1,495.3852,698.0047,462.6045,768.6377,629.8472,905.4908,1495.4916,725.8233,1045.7243,1421.8527,1495.4916,864.8862,747.2305,462.6045
GTPBP4,1062.8242,1501.1783,877.551,1018.5449,1400.3819,1134.7754,992.0556,714.1901,1323.2087,1352.2143,1501.1783,1137.69244,1098.7998,714.1901
LPAR3,0,0.7855,2.9155,2.8531,0.6365,58.2363,0,3.3467,0.7788,1.3167,58.2363,7.08691,1.0511,0
LY96,181.3641,86.4101,123.4208,500,1.2731,242.9285,59.5829,228.9157,3.8941,30.2833,500,145.80726,104.91545,1.2731
PLD3,2129.4909,633.9356,1046.6472,3038.5164,807.1292,1533.2779,1023.8332,1348.7282,936.1371,1836.7468,3038.5164,1433.44425,1197.6877,633.9356
POLA2,1141.9789,855.4595,936.8319,927.9601,502.2279,851.0815,829.1956,813.9224,794.3925,1202.1146,1202.1146,885.51649,853.2705,502.2279
PLXNB2,9775.9846,3116.2608,5655.0049,8083.4522,1543.6028,1214.6423,7695.1341,8142.5703,2778.0374,4996.7413,9775.9846,5300.14307,5325.8731,1214.6423
SLC7A11,12.2959,141.359,399.4169,0,18.4596,52.4126,824.2304,6.0241,102.0249,464.7825,824.2304,202.10059,77.21875,0
ZKSCAN5,498.7512,468.1854,482.0214,407.2753,520.6875,403.4942,403.1778,617.8046,648.7539,426.5993,648.7539,487.67506,475.1034,403.1778
STX12,1490.8742,950.5106,1121.4772,1429.3866,788.0331,790.3494,761.6683,1512.0482,622.2741,397.6326,1512.0482,986.42543,870.43,397.6326
SHPK,447.2622,385.7031,298.2896,253.2097,460.853,342.7621,349.5531,273.7617,478.824,306.4931,478.824,359.67116,346.1576,253.2097
TMEM245,1901.2488,2959.9372,2255.5879,1169.7575,2746.6582,1979.2013,2710.0298,2155.2878,2086.4486,1848.5968,2959.9372,2181.27539,2120.8682,1169.7575
SDF2L1,136.7915,109.9764,253.6443,164.7646,64.9268,229.6173,121.1519,31.4592,436.1371,302.8328,436.1371,185.13019,150.77805,31.4592
PISD,1025.9366,1323.6449,777.4538,1394.4365,653.7237,1400.1664,493.5452,815.261,685.3583,924.2984,1400.1664,949.38248,869.7797,493.5452
MAFF,109.1258,87.9811,124.3926,260.3424,190.3246,135.6073,285.998,76.3052,385.514,1302.1811,1302.1811,295.77721,162.96595,76.3052
APOL2,381.9404,406.9128,423.7123,409.4151,252.7053,470.8819,275.0745,541.4993,468.0685,315.9994,541.4993,394.62095,408.16395,252.7053
BCL2L13,1510.0865,1181.4611,1775.5102,1020.6847,1134.3094,1218.802,1159.8808,1174.0295,1066.9782,1324.5643,1775.5102,1256.63067,1177.7453,1020.6847
PRPF40B,5.3718,35.7109,9.6987,19.2011,13.4246,35.6739,42.2145,6.5194,10.7788,25.1088,42.2145,20.37025,16.31285,5.3718
CBY1,47.6465,85.9387,100.1166,39.9429,90.4774,107.8369,58.8183,62.2222,110.366,102.555,110.366,80.59205,88.20805,39.9429
RAD54B,124.342,315.3496,181.7298,87.0185,246.8109,160.1997,221.5293,104.1767,209.229,68.9274,315.3496,171.93129,170.96475,68.9274
CIZ1,1465.5139,1270.2278,1490.7677,2003.5663,1849.1407,1514.1431,2969.2155,1320.6158,2038.162,4327.8758,4327.8758,2024.92286,1681.6419,1270.2278
ZNF324,195.9654,208.1697,218.6589,229.6719,288.3514,297.8369,295.9285,149.9331,255.4517,518.7658,518.7658,265.87333,242.5618,149.9331
SLC39A6,932.1806,1127.2584,1150.6317,599.1441,971.3558,528.2862,1309.8312,741.6332,590.3427,1032.2649,1309.8312,898.29288,951.7682,528.2862
GCA,2794.2363,7063.6292,3883.3819,6487.1612,1247.613,2275.3744,491.5591,2020.0803,1788.162,538.5157,7063.6292,2858.97131,2147.72735,491.5591
TNFAIP8,2118.732,1735.271,2451.895,1333.0956,796.9446,840.2662,377.3585,1260.3748,552.1807,600.3989,2451.895,1206.65173,1050.3205,377.3585
ARIH1,2437.6561,2726.63,1876.5792,1749.6434,3126.6709,2237.1048,2528.3019,2555.5556,3035.0467,1448.3308,3126.6709,2372.15194,2482.979,1448.3308
BACE2,7.6849,14.9254,12.6336,7.1327,24.1884,128.1198,98.3118,2.6774,17.134,10.5333,128.1198,32.33413,13.7795,2.6774
HECTD1,4250.5283,5000.7855,2983.4791,2340.9415,5182.6862,3365.2246,5199.6028,4267.0683,4819.3146,2255.4461,5199.6028,3966.5077,4258.7983,2255.4461
RAB26,9.2219,3.9277,27.2109,4.9929,177.5939,14.1431,5.9583,6.6934,14.0187,31.5999,177.5939,29.53607,11.6203,3.9277
ASF1A,804.611,780.8327,577.2595,427.2468,1234.8822,608.1531,478.6495,836.0107,584.1121,156.6831,1234.8822,648.84407,596.1326,156.6831
ANAPC13,609.2373,1063.7235,1283.6249,1296.2625,1507.7403,795.3494,543.5452,926.4123,865.4673,688.0361,1507.7403,957.93988,895.9398,543.5452
PRKD2,605.5716,564.022,607.3858,1014.2653,375.557,1084.0266,1393.2473,725.5689,488.3178,1271.8978,1393.2473,812.98601,666.47735,375.557
POT1,570.9894,695.9937,597.6676,509.2725,947.1674,508.3195,530.288,516.0643,722.7414,437.1326,947.1674,603.56364,550.6387,437.1326
ZDHHC5,2830.3554,2116.2608,2286.6861,2902.2825,2294.7167,1829.4509,1832.1748,1939.0897,2484.4237,1386.4476,2902.2825,2190.18882,2201.47345,1386.4476
ATL3,1301.0567,756.4808,811.4674,995.7204,914.0675,466.7221,988.0834,1125.8367,1353.5826,351.5494,1353.5826,906.4567,951.07545,351.5494
ZNF521,239.7695,8.641,291.5452,313.1241,6.3654,45.7571,1483.6147,918.34,12.4611,2356.8292,2356.8292,567.64473,265.65735,6.3654
CLIC4,1902.0173,1589.1595,516.035,2342.368,3359.6435,926.7887,2514.3992,3133.1995,2014.0187,1253.4645,3359.6435,1955.10939,1958.018,516.035
SIN3A,2300.8646,2695.2082,2015.5491,1880.1712,3265.436,1629.7837,2729.8908,2554.8862,2778.8162,2156.6962,3265.436,2400.73022,2427.8754,1629.7837
RWDD3,208.2613,239.2066,216.7153,184.7361,218.3323,255.3411,221.6385,294.5114,226.6355,138.2498,294.5114,220.36279,219.9854,138.2498
NUDT13,200.5764,181.4611,113.7026,107.5892,170.5283,160.9151,188.6892,125.1673,241.3551,192.233,241.3551,168.22173,175.9947,107.5892
SH2B1,816.9068,695.9937,642.3712,755.3495,670.9102,1147.2546,1800.3972,959.8394,1279.595,1507.5807,1800.3972,1027.61983,888.3731,642.3712
PARS2,93.756,84.0534,67.0554,61.3409,146.4036,54.0765,32.7706,97.0549,93.4579,26.3333,146.4036,75.63025,75.5544,26.3333
DHRS7B,148.3189,140.6127,225.4616,144.7932,129.8536,207.1547,77.4578,155.2878,246.8847,98.7498,246.8847,157.45748,146.55605,77.4578
GORASP2,1617.6753,1304.0063,1590.8649,1696.1484,1691.916,1158.9018,1723.9325,1310.5756,1779.595,1744.5803,1779.595,1561.81961,1654.79565,1158.9018
ZZZ3,1413.2565,1432.0503,903.7901,665.4779,1944.6213,771.2146,1394.2403,1145.917,1278.0374,641.2155,1944.6213,1158.98209,1211.9772,641.2155
LRIG1,46.3708,119.5994,166.5209,62.097,75.7161,121.8552,116.9116,62.0147,61.176,737.8192,737.8192,157.00809,96.31385,46.3708
SIPA1L1,1397.8866,923.802,812.4393,1560.6277,857.4157,1211.3145,329.6922,1012.7175,2010.9034,575.3823,2010.9034,1069.21812,968.25975,329.6922
SETBP1,295.1009,95.8366,264.3343,763.9087,43.9211,145.5907,6280.0397,595.0469,173.676,61.8832,6280.0397,871.93381,219.00515,43.9211
LTN1,1908.9337,2443.0479,1487.8523,991.4408,2308.084,1602.3295,1953.3267,1755.0201,1878.5047,504.2825,2443.0479,1683.28222,1816.7624,504.2825
FAM169A,38.4246,102.9065,34.0136,24.2511,140.0382,49.9168,772.5919,60.9103,54.5171,26.3333,772.5919,130.39034,52.21695,24.2511
SLITRK5,18.4438,0,3.8873,56.3481,3.1827,0.8319,794.4389,2.6774,33.4891,6.5833,794.4389,91.98825,5.2353,0
SENP6,2745.8213,3717.989,2649.174,1683.3096,3869.5099,2164.7255,3722.9394,2755.0201,2935.3583,2352.8792,3869.5099,2859.67263,2750.4207,1683.3096
GGA1,819.2123,1028.2797,638.484,1669.0442,681.7314,1527.4542,954.3198,722.8916,1288.162,1578.6806,1669.0442,1090.82598,991.29975,638.484
ABHD12,509.5101,260.8013,345.967,770.3281,240.6111,619.8003,786.4945,445.7831,418.2243,775.5153,786.4945,517.30351,477.6466,240.6111
EDRF1,650.1441,949.7251,563.654,330.9558,1007.0019,628.1198,953.3267,808.5676,795.1713,499.0158,1007.0019,718.56821,722.6577,330.9558
WSB1,5490.1057,7262.3723,4730.8066,2858.7732,6570.9739,6148.9185,2161.8669,3397.5904,7244.5483,1597.1139,7262.3723,4746.30697,5110.45615,1597.1139
ZBTB20,77.6177,134.3284,118.5617,67.0471,151.4959,85.6905,396.2264,181.3922,156.5421,591.1823,591.1823,196.00843,142.91215,67.0471
IRF2BP1,312.7762,244.3048,275.0243,504.2796,338.0013,374.376,352.5323,241.6332,450.9346,1242.9312,1242.9312,433.67935,345.2668,241.6332
RSL1D1,4972.1422,5562.4509,4551.9922,4870.1854,7688.7333,4049.0849,4653.426,3204.8193,3964.1745,9936.8659,9936.8659,5345.38746,4761.8057,3204.8193
GIMAP2,1165.0336,523.1736,936.8319,1547.7104,984.7231,95.6739,485.6008,1538.1459,1528.8162,283.0828,1547.7104,908.87922,960.7775,95.6739
MTG2,159.8463,157.8947,173.9553,168.331,175.6843,303.6606,114.2006,159.9732,260.1246,193.5497,303.6606,186.72203,171.14315,114.2006
FBXO25,303.5543,193.2443,380.9524,259.6291,232.9726,186.3561,361.4697,70.2811,178.3489,448.9825,448.9825,261.5791,246.30085,70.2811
ERAL1,544.0922,629.2223,708.4548,783.1669,652.4507,896.8386,659.3843,582.9987,912.7726,1217.9145,1217.9145,758.72956,683.91955,544.0922
PTPN18,4736.2152,2088.7667,4393.586,5271.0414,1560.7893,2643.9268,2130.0894,1495.3146,2355.919,2056.6297,5271.0414,2873.22781,2243.0042,1495.3146
SLC17A5,451.1047,331.5004,372.206,359.4864,360.9166,374.376,236.3456,672.6908,232.0872,106.6498,672.6908,349.73635,360.2015,106.6498
CNNM1,0.7685,1.5711,22.3518,11.4123,98.6633,68.2196,326.713,16.7336,7.0093,329.1661,329.1661,88.26086,19.5427,0.7685
MYOF,2097.9827,246.6614,1292.517,2611.9829,8.9115,1267.0549,102.284,1022.0884,77.8816,32.9166,2611.9829,876.0281,634.3749,8.9115
CHIC2,199.0394,206.5986,292.517,238.9444,273.0745,225.4576,308.8381,278.4471,201.7134,194.8663,308.8381,241.94964,232.201,194.8663
LATS2,1159.6542,986.6457,754.1302,904.4223,1807.1292,1068.2196,1040.715,1504.0161,1820.0935,1046.7482,1820.0935,1209.1774,1057.4839,754.1302
RGS17,8.4534,2.3566,3.8873,2.1398,8.275,2.4958,6.9513,15.3949,2.3364,2.6333,15.3949,5.49238,3.2603,2.1398
OSTF1,1121.2296,1121.7596,2413.0224,1972.8959,709.1025,957.5707,550.149,1279.7858,727.4143,1223.1812,2413.0224,1207.6111,1121.4946,550.149
HAVCR1,1.537,10.9976,1.9436,5.7061,17.1865,0.8319,0,6.0241,8.567,0,17.1865,5.27938,3.82485,0
STEAP1,0,0,23.3236,0.7133,0,1.6639,11.9166,0,0.7788,5.2667,23.3236,4.36629,0.74605,0
SEC22A,255.1393,325.216,304.1788,225.3923,295.9898,314.4759,221.4499,273.0924,295.9502,118.4998,325.216,262.93844,284.5213,118.4998
PABPC1,65753.6984,52917.5177,58360.5442,70789.5863,109153.4755,49834.4426,66533.2671,50348.0589,58373.8318,80462.6759,109153.4755,66252.70984,62063.7651,49834.4426
NPTN,1454.755,1051.846,1693.8776,1624.8217,780.3947,1195.5075,383.3168,1510.0402,598.9097,593.8156,1693.8776,1088.72848,1123.67675,383.3168
ACAD8,390.3939,593.8727,344.0233,243.224,448.1222,673.0449,469.712,469.2102,583.3333,300.1995,673.0449,451.5136,458.6662,243.224
ANKRD1,0.7685,0,0.9718,0,0,0,0.993,0.6693,1.5576,0,1.5576,0.49602,0.33465,0
STAU2,1071.2776,1321.2883,877.551,644.7932,1727.5621,847.7537,816.286,775.7697,711.838,509.5491,1727.5621,930.36687,832.01985,509.5491
RPUSD2,59.9424,69.128,68.999,90.5849,96.1171,85.6905,120.1589,64.257,91.1215,150.0997,150.0997,89.6099,88.1377,59.9424
MTBP,228.2421,318.1461,188.5326,119.1155,491.4067,198.0033,273.0884,141.2316,267.134,80.3165,491.4067,230.52168,213.1227,80.3165
FOXP1,3095.4851,4066.7714,3588.9213,3668.331,4244.4303,3361.0649,6115.1936,3880.8568,5802.1807,5283.7741,6115.1936,4310.70092,3973.8141,3095.4851
TAF5L,687.8002,770.6206,725.9475,723.2525,736.4736,743.7604,888.7786,678.0455,767.9128,795.2653,888.7786,751.7857,740.117,678.0455
PDE7B,157.5408,21.2097,66.0836,293.8659,41.3749,470.8819,44.6872,598.3936,44.3925,10.5333,598.3936,174.89634,55.3854,10.5333
DKK3,0.7685,1.5711,0,0,2.5461,4.1597,25.8193,10.0402,7.0093,1.3167,25.8193,5.32309,2.0586,0
AFF4,2914.121,3469.7565,2376.0933,1851.6405,3833.8638,2106.4892,5880.8342,4007.3628,3583.3333,2995.4114,5880.8342,3301.8906,3232.58395,1851.6405
SMC1B,19.2123,8.641,11.6618,2.1398,220.2419,12.4792,59.5829,15.3949,570.0935,25.0166,570.0935,94.44639,17.3036,2.1398
SNX5,2016.5226,2639.4344,1931.001,1955.0642,2571.6104,1471.7138,1598.8083,1809.9063,2496.8847,1399.6142,2639.4344,1989.05599,1943.0326,1399.6142
TJP3,3.074,0,0,0,1.2731,0.8319,0,0,2.3364,2.6333,3.074,1.01487,0.41595,0
CPAMD8,46.1095,15.7109,0.9718,65.6205,105.0286,189.6839,6.9513,24.7657,151.8692,0,189.6839,60.67114,35.4376,0
ZNF777,258.9817,226.2372,211.8562,391.5835,322.7244,272.0466,406.1569,182.0616,401.8692,546.4157,546.4157,321.9933,297.3855,182.0616
NDOR1,758.5014,497.2506,755.102,841.6548,524.5067,1468.386,641.5094,675.3681,983.6449,1568.1473,1568.1473,871.40712,756.8017,497.2506
VPS4A,1012.8722,898.6646,1041.7881,1711.8402,1045.1941,950.9151,1205.5611,954.4846,1217.2897,1482.5641,1711.8402,1152.11738,1043.4911,898.6646
AHDC1,358.8857,496.465,367.3469,613.4094,1140.0382,690.5158,2319.7617,803.8822,1799.0654,1356.1643,2319.7617,994.55346,747.199,358.8857
PCDH17,3.8425,37.7062,0,5.7061,0,9.1514,12.9096,0.6693,12.4611,0,37.7062,8.24462,4.7743,0
RND1,0,2.3566,5.8309,5.7061,0,4.1597,6.9513,2.008,3.8941,7.9,7.9,3.88067,4.0269,0
CRCP,1078.194,952.0817,671.5258,789.5863,1094.2075,798.6689,760.6753,676.0375,1172.8972,1615.5472,1615.5472,960.94214,875.3753,671.5258
RAB30,29.2027,24.3519,10.69,11.4123,22.9153,59.9002,50.6455,8.7015,10.9034,26.3333,59.9002,25.50561,23.6336,8.7015
PGAP2,179.0586,357.4234,258.5034,328.1027,402.9281,294.5092,548.1629,176.7068,566.9782,679.3988,679.3988,379.17721,342.76305,176.7068
GOLIM4,745.4371,889.238,588.9213,268.1883,921.7059,628.9517,983.1182,712.8514,954.8287,413.4326,983.1182,710.66732,729.14425,268.1883
UBE2S,214.4092,179.89,205.0534,372.3252,154.6785,514.975,330.6852,113.7885,334.891,863.7318,863.7318,328.44278,272.5472,113.7885
PRPF19,1380.2113,1324.4305,1403.3042,2022.8245,1436.6645,1632.2795,1416.0874,1114.4578,1462.6168,2375.2625,2375.2625,1556.8139,1426.37595,1114.4578
TOR1B,525.6484,527.1013,821.1856,485.0214,545.5124,450.0832,365.4419,530.1205,412.7726,597.7656,821.1856,526.06529,526.37485,365.4419
POLM,575.6004,404.5562,585.034,427.9601,674.7295,932.6123,886.7925,461.178,883.9564,987.4983,987.4983,681.99177,629.88175,404.5562
SLCO3A1,1211.9116,579.7329,959.1837,1620.5421,215.1496,858.5691,101.291,1312.5837,636.2928,988.8149,1620.5421,848.40714,908.8764,101.291
LAMTOR2,232.0845,230.165,329.4461,597.0043,136.8555,355.2413,144.9851,271.0843,357.4766,366.0327,597.0043,302.03754,300.2652,136.8555
DCPS,259.7502,283.5821,461.6132,302.4251,187.1419,371.0483,354.5184,192.7711,266.3551,388.416,461.6132,306.76214,293.0036,187.1419
SNX24,60.7109,28.2797,132.1672,84.1655,5.0923,198.8353,86.3952,113.1191,7.0093,67.1499,198.8353,78.29244,75.6577,5.0923
SPCS1,1204.9952,1002.3566,1419.8251,2015.6919,807.1292,1336.0649,1640.3674,922.3561,893.3022,1524.6973,2015.6919,1276.67859,1270.53005,807.1292
DBNL,2579.0586,1487.0385,2005.8309,2261.7689,952.2597,2468.386,2042.7011,1804.5515,1641.7445,1807.7802,2579.0586,1905.11199,1906.80555,952.2597
MRPL13,300.4803,439.9057,427.5996,391.5835,492.6798,386.0233,181.7279,292.5033,420.5607,281.7662,492.6798,361.48303,388.8034,181.7279
ZBTB44,2747.3583,5129.6151,7310.0097,2784.5934,5957.9885,2994.1764,5482.6216,5621.8206,4083.3333,3499.6939,7310.0097,4561.12108,4606.4742,2747.3583
METTL5,205.4793,436.63,421.895,514.2439,429.86,345.8569,304.3098,282.249,334.5872,621.4656,621.4656,389.65767,383.87595,205.4793
LGALSL,17.6753,175.9623,78.7172,22.8245,47.1038,39.1015,21.8471,17.4029,28.8162,35.5499,175.9623,48.50007,32.18305,17.4029
DROSHA,1302.5937,1523.1736,1085.5199,1089.8716,1929.3444,1155.574,3694.141,1506.0241,2543.6137,1398.2976,3694.141,1722.81536,1452.16085,1085.5199
TBK1,830.7397,1006.2844,777.4538,796.719,870.1464,683.8602,336.6435,744.3106,929.9065,443.7159,1006.2844,741.978,787.0864,336.6435
CD274,2.3055,2.3566,0,9.9857,1.2731,0.8319,9.9305,2.6774,2.3364,1.3167,9.9857,3.30138,2.32095,0
TMOD2,875.3122,1045.5617,560.7386,239.6576,236.7919,875.208,2147.9643,2633.1995,437.6947,202.7663,2633.1995,925.48948,717.9733,202.7663
NCAPH2,307.3967,285.1532,379.9806,531.3837,271.1649,678.0366,545.1837,277.1084,436.1371,1404.8809,1404.8809,511.64258,408.05885,271.1649
OLA1,1606.1479,1907.3056,1854.2274,1957.204,2004.4558,1126.4559,1743.7934,1422.3561,1509.3458,1809.0968,2004.4558,1694.03887,1776.4451,1126.4559
TFPT,80.6916,99.8036,130.7969,134.4437,71.1458,159.7504,129.8113,94.9598,110.296,291.8123,291.8123,130.35114,120.05365,71.1458
UBN1,2423.8232,1970.9348,1804.6647,2393.01,1520.6875,2028.2862,2040.715,1690.7631,1801.4019,2468.7457,2468.7457,2014.30321,1999.6105,1520.6875
CNOT7,2241.6907,2853.1029,1820.2138,2404.4223,3609.1661,1504.1597,3242.3039,2298.5274,2406.5421,1702.447,3609.1661,2408.25759,2351.47485,1504.1597
SNX10,2200.1921,576.5907,3386.7833,2085.592,359.6435,1375.208,260.1787,1263.0522,214.1745,637.2656,3386.7833,1235.86806,950.1589,214.1745
TRA2A,1210.3746,2156.3236,1785.2284,1445.0785,1081.4768,2266.223,1943.3962,1594.3775,2313.0841,2647.812,2647.812,1844.33747,1864.3123,1081.4768
CCDC106,45.341,43.9906,41.7881,17.8317,100.5729,165.5574,167.8252,50.2008,193.1464,213.2996,213.2996,103.95537,75.38685,17.8317
ST8SIA5,0.7685,0,0,14.2653,2.5461,9.1514,0.993,7.3628,1.5576,0,14.2653,3.66447,1.2753,0
PYCR2,750.048,945.0118,1010.3207,1287.4465,951.2412,1456.7388,1214.9652,871.5194,903.8162,1209.5142,1456.7388,1060.0622,980.78095,750.048
NME7,83.6811,302.443,143.0807,43.7874,209.7963,93.1115,166.4449,135.3681,185.0857,184.8992,302.443,154.76979,154.7628,43.7874
PKN3,171.3737,32.9929,111.759,53.495,391.4704,114.8087,260.1787,66.9344,1306.0748,485.8491,1306.0748,299.49367,143.0912,32.9929
RRM2B,1006.7243,1169.6779,945.5782,718.2596,1468.4914,730.4493,1133.0685,1428.3802,657.3209,285.7162,1468.4914,954.36665,976.15125,285.7162
G0S2,48.415,212.883,205.0534,18.5449,10.8211,53.2446,7.9444,0.6693,3.1153,326.5328,326.5328,88.72238,33.47995,0.6693
CHST11,993.6599,797.3291,951.4091,1351.6405,817.3138,681.3644,1592.85,999.3307,1006.2305,1930.23,1930.23,1112.1358,996.4953,681.3644
ASAP1,3908.5495,3530.2435,4084.5481,4610.5563,2357.7339,3753.7438,2149.9503,2811.245,2408.0997,1506.264,4610.5563,3112.09341,3170.74425,1506.264
AK3,1161.1912,2796.5436,1728.863,1126.2482,2963.0808,1170.5491,3000.993,1726.2383,2982.866,1739.3136,3000.993,2039.58868,1734.0883,1126.2482
COPS7A,743.9001,575.8052,786.2002,833.0956,456.3972,824.4592,503.4757,663.3199,753.1153,477.9492,833.0956,661.77176,703.61,456.3972
DHH,0.7685,0,0.9718,0,1.2731,0.8319,0.993,2.008,2.3364,3.95,3.95,1.31327,0.9824,0
PARD6A,13.8329,7.8555,26.2391,12.1255,10.1846,18.3028,39.7219,10.0402,21.8069,48.7166,48.7166,20.8826,16.06785,7.8555
MED31,45.7253,57.3056,94.7328,105.535,58.4596,66.2729,64.4389,83.1124,61.1371,61.0801,105.535,69.77997,62.788,45.7253
SLC35C2,653.9866,703.8492,525.7532,643.3666,970.7193,882.6955,801.3903,619.8126,956.3863,890.0651,970.7193,764.80247,752.61975,525.7532
TMED7,2847.2622,2281.4297,2199.0573,2114.1227,2472.3297,1194.6755,1967.716,2465.6827,1831.6355,984.8649,2847.2622,2035.87762,2156.59,984.8649
GOLT1B,925.2642,1104.4776,873.6638,763.9087,913.4309,756.2396,1002.9791,1141.9009,819.3146,522.7158,1141.9009,882.38952,893.54735,522.7158
ZNF691,112.1998,128.8295,141.8853,89.8716,218.9688,122.2962,86.3952,182.7309,208.7227,64.5166,218.9688,135.64166,125.56285,64.5166
NMD3,1019.0202,1667.7141,983.4791,772.4679,1911.5213,643.0948,1214.4985,917.6707,1302.9595,862.4152,1911.5213,1129.48413,1001.24965,643.0948
MRPL2,132.9491,159.4658,163.2653,219.6862,147.0401,279.5341,157.8947,145.2477,222.7414,200.133,279.5341,182.79574,161.36555,132.9491
PLLP,2.3055,3.1422,1.9436,3.5663,3.8192,0.8319,1.9861,0.6693,0,1.3167,3.8192,1.95808,1.96485,0
SEPSECS,562.536,823.2522,636.5403,274.6077,1045.1941,578.203,633.565,892.905,877.7259,279.1328,1045.1941,660.3662,635.05265,274.6077
SIDT2,2236.5264,674.5405,1518.7561,1302.2682,463.1763,1047.5541,916.9017,1907.5033,610.8879,407.1126,2236.5264,1108.52271,982.2279,407.1126
RRNAD1,167.5312,140.6127,232.2643,278.8873,167.4093,208.8186,100.2979,174.6988,271.8069,315.9994,315.9994,205.83264,191.7587,100.2979
ZC2HC1A,5.3794,13.3543,36.9291,4.2796,2.5461,108.985,72.4926,50.2008,5.4517,36.8666,108.985,33.64852,25.11045,2.5461
NDUFAF1,240.5379,271.0134,202.138,305.9914,245.7034,173.8769,144.9851,167.336,188.4735,214.6163,305.9914,215.46719,208.37715,144.9851
PHF20L1,2786.5514,2574.2341,2659.8639,1842.368,3120.3055,2438.4359,2263.1579,2574.9665,2205.6075,1628.7138,3120.3055,2409.42045,2506.335,1628.7138
METTL9,3069.3564,3108.4053,5418.8533,7494.2939,2149.5863,5642.2629,2183.714,4263.7216,1746.1059,2412.1291,7494.2939,3748.84287,3088.88085,1746.1059
RDH11,940.634,956.795,938.7755,1400.8559,914.0675,1351.9135,1284.0119,1214.1901,1006.2305,1211.3312,1400.8559,1121.88051,1108.78085,914.0675
GOLGA7,1347.1662,1172.0346,1582.1186,1437.9458,1094.844,1098.1697,1264.1509,1396.921,961.0592,866.3652,1582.1186,1222.07752,1218.09275,866.3652
PHF11,643.2277,728.9866,625.8503,982.1683,608.5296,704.6589,693.148,1004.0161,685.3583,525.3491,1004.0161,720.12929,689.25315,525.3491
KCTD3,777.7137,737.6277,685.1312,330.9558,961.8078,442.5957,1010.9235,925.0335,766.3551,759.7153,1010.9235,739.78593,763.0352,330.9558
IRAK4,1476.2728,1467.3998,1478.1341,904.4223,1101.846,1362.7288,1152.9295,1566.2651,1291.2773,699.1488,1566.2651,1250.04245,1327.00305,699.1488
A4GNT,1.537,0.7855,0.9718,0,1.2731,3.3278,4.9652,2.6774,7.0093,0,7.0093,2.25471,1.40505,0
ING4,319.6926,422.6237,373.1778,567.7603,498.4087,250.416,547.1698,470.5489,608.2555,830.8152,830.8152,488.88685,484.4788,250.416
NAGPA,431.1239,249.0181,345.967,491.9472,157.8612,401.8303,308.8381,277.7778,443.9252,613.9343,613.9343,372.22231,373.89865,157.8612
TUBE1,114.5053,323.6449,189.5044,71.3267,287.0783,230.4493,170.8044,133.1995,281.9315,135.6164,323.6449,193.80607,180.1544,71.3267
LEF1,39.1931,315.0039,121.4772,225.3923,154.042,376.0399,49.6524,99.7323,146.4174,42.1333,376.0399,156.90838,133.9473,39.1931
ACP6,3.8425,64.4148,54.4218,13.5521,507.3202,280.3661,307.8451,68.9424,423.676,192.233,507.3202,191.6614,130.5877,3.8425
ABI3,283.5735,99.7643,285.7143,156.2054,9.5481,466.7221,20.854,374.1633,23.3645,31.5999,466.7221,175.15094,127.98485,9.5481
VRK3,511.8156,428.1225,595.724,664.7646,514.9586,634.7754,509.434,455.1539,836.4486,970.3816,970.3816,612.15788,555.3413,428.1225
FAM178B,0,209.7408,0,4.2796,0.6365,297.8369,12.9096,0.6693,1.5576,10.5333,297.8369,53.81636,2.9186,0
CLEC1A,38.4246,15.7109,27.2109,29.9572,0,14.1431,0.993,42.1687,4.6729,2.6333,42.1687,17.59146,14.927,0
GOLM1,304.3228,472.8987,396.5015,271.0414,1289.6244,357.7371,329.6922,187.4163,1287.3832,584.599,1289.6244,548.12166,377.1193,187.4163
ZDHHC3,1785.2065,1701.4925,2180.758,1935.0927,2297.2629,1876.0399,1140.0199,1567.6037,1651.0903,1724.8303,2297.2629,1785.93967,1755.0184,1140.0199
PHF21A,2449.1835,1932.443,2180.758,3241.7974,1914.0675,2227.9534,2461.7676,3445.7831,3510.9034,2674.1453,3510.9034,2603.88022,2455.47555,1914.0675
WAC,4222.8626,4776.9049,3832.8474,4488.5877,4970.7193,3990.8486,5638.5303,5331.3253,5330.2181,4653.0919,5638.5303,4723.59361,4714.9984,3832.8474
