Gene,TCGA-CA-6717-01A-11R-1839-07,TCGA-CK-4951-01A-01R-1410-07,TCGA-WS-AB45-01A-11R-A41B-07,TCGA-A6-6781-01B-06R-A277-07,TCGA-A6-6781-01A-22R-A278-07,TCGA-A6-6781-01A-22R-1928-07,TCGA-D5-6928-01A-11R-1928-07,TCGA-AD-5900-01A-11R-1653-07,TCGA-A6-6780-01A-11R-A278-07,TCGA-A6-6780-01B-04R-A277-07,TCGA-A6-6780-01A-11R-1839-07,MAX,AVG,MED,MIN
SLC39A3,556.9563,480.0853,440.9088,66.4653,278.5775,541.3678,433.5605,409.751,138.3929,50.4451,453.7815,556.9563,350.026545454545,433.5605,50.4451
PILRB,245.1058,289.2105,336.6515,444.8263,273.1496,343.0177,1850.3705,273.3662,673.2795,361.5282,1448.3935,1850.3705,594.445390909091,343.0177,245.1058
BAZ2B,713.3453,432.7845,885.9088,3818.2024,2173.3116,629.3066,782.006,510.4461,1179.0865,2291.9139,275.1063,3818.2024,1244.67436363636,782.006,275.1063
EHD3,228.2756,171.0526,1136.8688,490.9366,432.226,429.4596,308.3475,109.9585,214.9725,204.7478,176.4706,1136.8688,354.846918181818,228.2756,109.9585
PODXL2,906.3485,1225.8179,457.4026,135.9517,1581.9566,2642.7547,1270.8688,1578.3195,1361.9505,154.3027,2077.1132,2642.7547,1217.52606363636,1270.8688,135.9517
ARHGEF4,76.9923,18.4922,43.8495,166.1631,168.4868,265.4232,37.9046,170.1245,16.4835,14.8368,22.7385,265.4232,91.045,43.8495,14.8368
TAS2R8,0,0,0,0,0,0,0.4259,0,0,0,0,0.4259,0.038718181818182,0,0
TAS2R13,0,0,0,75.5287,18.1889,0,0.4259,0,9.9588,93.4718,0,93.4718,17.9612818181818,0,0
DERL2,499.3246,628.3784,421.5989,381.4199,541.8381,473.4577,445.0596,460.0622,445.0549,344.2136,507.6619,628.3784,468.006345454545,460.0622,344.2136
CELA2B,0,0,0,4.5317,0,0,0,0,0,0,0,4.5317,0.411972727272727,0,0
UBXN1,2191.3552,1493.9545,903.9434,360.2719,1010.4419,2704.4476,1979.5571,1767.1162,315.9341,299.7033,1646.5645,2704.4476,1333.93542727273,1493.9545,299.7033
TXNDC12,1566.4115,1702.3471,1616.3973,1956.1934,1090.856,1810.1387,1588.1601,1745.332,1400.7555,2905.0445,2521.997,2905.0445,1809.42119090909,1702.3471,1090.856
NOSIP,749.6623,458.7482,465.8507,33.2326,596.8835,1124.8207,1345.4003,1259.8548,357.4863,59.3472,1037.568,1345.4003,680.804963636364,596.8835,33.2326
RDH11,2426.8348,1621.9772,1688.0047,1877.6435,1851.4397,1633.1899,920.7836,1810.166,5476.3049,5740.3561,4476.0257,5740.3561,2683.88419090909,1851.4397,920.7836
SBDS,1905.448,2131.2233,1484.0442,2158.6103,2205.1661,2336.2028,1331.7717,1987.5519,1325.8929,2198.8131,1737.5185,2336.2028,1891.11298181818,1987.5519,1325.8929
SDF4,3316.0738,2633.0014,3044.9256,613.2931,3987.6794,6120.9947,4410.5622,3794.6058,1351.9918,633.5312,4450.8156,6120.9947,3123.40678181818,3316.0738,613.2931
MYO15A,0.9005,8.1792,2.4137,4.5317,12.445,18.1731,5.9625,2.0747,3.7775,8.9021,3.4602,18.1731,6.4382,4.5317,0.9005
LEF1,1236.8303,467.6387,495.6201,1075.5287,326.4431,404.1129,260.6474,311.2033,141.1401,382.7893,210.5783,1236.8303,482.957472727273,382.7893,141.1401
ABI3,346.6907,299.7866,505.275,113.2931,158.435,313.2473,703.5775,221.9917,84.1346,80.1187,423.6283,703.5775,295.470772727273,299.7866,80.1187
FAM178B,9.005,134.0683,0.8046,0,0,0.4782,1.2777,3.6307,0,0,8.8977,134.0683,14.3783818181818,0.8046,0
MRPL27,720.3962,768.1366,482.7468,392.7492,614.1151,1066.4754,568.9949,1140.0415,967.7198,422.8487,1241.2259,1241.2259,762.313645454545,720.3962,392.7492
DNAJC27,108.5097,78.9474,104.9974,382.1752,102.4323,70.3013,102.2147,65.3527,150.4121,307.1217,77.6075,382.1752,140.915636363636,102.4323,65.3527
FAM13B,637.9964,708.7269,473.0798,1734.139,1048.6673,536.5854,665.2342,455.3942,773.6951,1321.9585,281.7301,1734.139,785.200627272727,665.2342,281.7301
SLC25A37,363.3498,570.7681,1141.294,3341.3897,753.8825,509.3257,662.2658,587.1369,551.511,1574.184,613.9397,3341.3897,969.913381818182,613.9397,363.3498
ZNF771,61.2427,45.1671,51.8953,42.2961,49.3159,54.5194,35.7751,34.2324,50.4945,40.0593,53.8853,61.2427,47.1711909090909,49.3159,34.2324
UBR5,1838.8113,1202.7027,2677.6357,3936.5559,2937.0305,1313.2473,1723.5945,1635.3734,4182.6923,4072.7003,1168.0672,4182.6923,2426.21919090909,1838.8113,1168.0672
COMMD10,449.3471,354.9075,280.3955,534.7432,412.6011,272.1186,230.4089,303.4232,812.8434,967.3591,512.1107,967.3591,466.387118181818,412.6011,230.4089
PPME1,1523.1878,1160.3841,883.829,610.2719,588.2677,1194.6437,748.2964,1032.1577,371.2225,913.9466,1510.6278,1523.1878,957.894109090909,913.9466,371.2225
ANAPC5,2437.6407,2875.889,2362.6434,1077.7946,2235.8001,2219.034,2841.5673,2698.1328,4676.1676,1465.8754,4098.8631,4676.1676,2635.40072727273,2437.6407,1077.7946
CTDSPL2,975.6866,504.9787,672.225,2154.0785,1278.0103,581.5399,630.3237,546.1618,746.9093,1179.5252,209.5897,2154.0785,861.729881818182,672.225,209.5897
RAB14,2769.023,3022.7596,2744.4157,5462.9909,2478.9571,2205.6432,2579.6422,2242.7386,3315.5907,6189.911,2502.7187,6189.911,3228.58097272727,2744.4157,2205.6432
NT5DC3,389.014,455.9033,669.8112,1277.9456,564.8136,217.5992,330.9199,1245.332,1043.6126,1310.089,429.5601,1310.089,721.327318181818,564.8136,217.5992
MBIP,361.5489,477.596,263.4993,720.5438,345.1107,397.8957,199.3186,118.7759,338.5989,768.546,511.6164,768.546,409.3682,361.5489,118.7759
NOP58,2179.1986,1764.936,786.475,666.1631,1086.5481,1432.329,2143.5264,2590.7676,1896.6346,2605.3412,3417.6965,3417.6965,1869.9651,1896.6346,666.1631
ERGIC3,3945.0698,2532.7169,3357.1019,987.9154,3224.7025,5950.7413,3540.0341,5466.805,2290.522,807.1217,4070.1928,5950.7413,3288.44758181818,3357.1019,807.1217
UBE2D4,200.9185,204.5128,194.6194,149.7885,148.7661,169.0292,139.5997,129.1961,124.2205,157.2997,190.1384,204.5128,164.371718181818,157.2997,124.2205
TRAPPC2L,642.9536,572.9018,278.7863,40.0302,396.8055,547.5849,278.109,821.0581,400.7555,83.0861,627.2862,821.0581,426.3052,400.7555,40.0302
EMCN,158.4872,80.0142,581.3076,245.4683,101.475,100.4304,181.431,79.3568,36.4011,130.5638,28.176,581.3076,156.646490909091,101.475,28.176
FBXO40,0,1.0669,1.6092,16.6163,0,0.4782,1.2777,0.5187,0,1.4837,0.4943,16.6163,2.14045454545455,0.5187,0
RSF1,565.0608,355.6188,843.1978,2525.6798,1863.4061,814.9211,817.7172,332.9876,930.6319,2114.2433,361.8389,2525.6798,1047.75484545455,817.7172,332.9876
NUP54,979.2886,715.1494,670.2135,676.7372,1157.8678,730.7508,698.0409,782.1577,1965.3159,1247.7745,1087.9881,1965.3159,973.753127272727,782.1577,670.2135
TPCN1,870.3287,1117.7098,1817.5418,895.7704,854.8788,1351.0282,1755.5366,1286.3071,706.3874,913.9466,1921.8982,1921.8982,1226.48487272727,1117.7098,706.3874
BRWD1,1021.6119,671.7639,1108.3063,7948.6405,3464.5089,749.4022,1186.5417,737.0332,3969.0934,8513.3531,686.1097,8513.3531,2732.3968,1108.3063,671.7639
YBEY,244.4845,156.8279,92.5265,83.0816,131.6303,210.9039,122.6576,208.5062,124.3132,120.178,227.8794,244.4845,156.635372727273,131.6303,83.0816
RIPK4,205.3129,364.5092,63.964,78.5498,210.6084,234.3376,939.523,504.1494,98.5577,62.3145,167.5729,939.523,266.309036363636,205.3129,62.3145
ETAA1,228.2756,231.1522,315.7969,756.7976,446.5856,196.0784,284.4974,228.7344,405.2198,694.362,173.0104,756.7976,360.046390909091,284.4974,173.0104
KRT20,4819.0005,2503.5562,2230.6926,162.3867,92.3805,82.2573,455.707,25.9336,7445.3984,1212.1662,4648.0475,7445.3984,2152.50240909091,1212.1662,25.9336
HEATR5B,751.9136,332.5036,813.4284,900.3021,1132.499,539.933,864.5656,469.3983,1050.8242,649.8516,404.8443,1132.499,719.0967,751.9136,332.5036
RBM47,3254.8402,3221.1949,2060.5244,4766.6163,4230.8364,2727.4032,3055.3663,3035.7884,5011.6758,10540.0593,4847.2565,10540.0593,4250.14197272727,3254.8402,2060.5244
RHOF,597.6272,2071.803,262.7551,221.1103,666.7337,1616.5328,937.6959,3478.4544,419.4746,531.0386,2255.3584,3478.4544,1187.144,666.7337,221.1103
MRPL50,632.5979,589.2603,384.186,543.0514,577.7373,374.9402,783.6457,652.4896,1380.8379,1384.273,858.6258,1384.273,741.967736363636,632.5979,374.9402
OTUD4,1172.4448,1567.2119,1383.0697,3888.2175,1491.012,789.5744,1963.3731,1035.2697,2143.544,6219.5846,1005.9318,6219.5846,2059.93031818182,1491.012,789.5744
BTG4,0,0,0.4023,0,0,0.4782,0.4259,0,0,0,0,0.4782,0.118763636363636,0,0
PPP1R12C,1037.8208,837.4822,1400.3681,174.4713,717.9833,1389.2874,2088.586,739.1079,319.7115,155.7864,1284.2313,2088.586,922.257836363636,837.4822,155.7864
KCTD9,672.2197,718.3499,853.6573,1937.3112,749.0959,568.1492,626.9165,365.1452,1222.5275,2718.1009,656.9451,2718.1009,1008.03803636364,718.3499,365.1452
NDE1,706.8032,983.2112,729.6316,996.6918,696.822,654.878,887.1124,934.2531,350.2026,654.8665,558.1265,996.6918,741.145354545455,706.8032,350.2026
CDHR2,428.1855,260.6686,1.2069,49.0937,1339.2782,1341.9417,43.4412,465.249,237.6374,115.727,480.4745,1341.9417,432.991245454545,260.6686,1.2069
VPS13C,749.6623,1060.4552,2314.771,9714.5015,4896.6463,909.1344,2249.1482,1044.0871,8593.4066,10166.1721,850.7168,10166.1721,3868.06377272727,2249.1482,749.6623
PPP1R14D,357.9469,322.5462,0.4023,21.148,44.0363,90.8656,48.1261,190.3527,233.5165,53.4125,278.2996,357.9469,149.150245454545,90.8656,0.4023
EPS8L1,317.4246,816.1451,85.2853,141.994,474.3477,685.318,866.2692,929.4606,138.0495,115.727,599.6045,929.4606,469.965954545455,474.3477,85.2853
TEX10,910.851,623.7553,537.0558,371.6012,712.7181,510.7604,558.3475,877.0747,1479.739,862.0178,1046.4656,1479.739,771.853309090909,712.7181,371.6012
FOCAD,1153.0842,1128.734,1203.6488,694.1088,1315.3455,744.1416,785.3492,336.0996,1911.0577,654.3027,861.5917,1911.0577,980.678527272727,861.5917,336.0996
TRMT10C,923.9081,777.027,377.7494,274.1692,497.3231,417.9818,434.8382,695.5394,1296.0165,735.905,1208.1068,1296.0165,694.414954545455,695.5394,274.1692
OCIAD1,2049.9775,1690.6117,1722.1993,1753.0211,1326.3545,1501.1956,1760.6474,1813.7967,2563.5302,2841.2463,3124.5675,3124.5675,2013.37707272727,1760.6474,1326.3545
UCKL1,447.5416,302.9659,386.1411,126.8882,508.6433,702.9938,1019.4676,815.8714,335.8516,65.2819,904.5823,1019.4676,510.566245454545,447.5416,65.2819
C2orf42,144.0792,159.6728,131.5485,124.6224,182.3678,168.3405,222.3169,161.8257,158.9973,175.0742,153.7321,222.3169,162.052490909091,159.6728,124.6224
HCFC1R1,453.8541,416.3158,442.1961,143.5045,241.0844,827.3458,295.856,642.2666,49.4505,66.2315,415.2793,827.3458,363.034963636364,415.2793,49.4505
OXSM,368.7528,224.7511,127.5256,32.4773,212.0444,198.4696,209.54,211.6183,608.8599,172.1068,663.8655,663.8655,275.455572727273,211.6183,32.4773
NRDE2,259.3426,143.3144,298.4985,129.1541,452.8082,290.77,298.552,246.888,509.6154,167.6558,367.2763,509.6154,287.625027272727,290.77,129.1541
ZCWPW1,24.7636,90.3272,54.7113,29.4562,17.2316,20.5643,131.6014,24.8963,24.7253,19.2878,26.693,131.6014,42.2052727272727,24.8963,17.2316
SOBP,170.1936,46.5861,364.4739,253.7764,106.2615,118.6035,67.7172,87.1369,5.1511,47.4777,10.8749,364.4739,116.2048,87.1369,5.1511
ANO1,1289.5092,916.7852,948.5975,1481.8731,1323.9613,1353.4194,2829.6422,2449.1701,55.2885,267.0623,116.6584,2829.6422,1184.72429090909,1289.5092,55.2885
AKIRIN2,889.6893,1106.6856,648.8922,675.2266,357.077,407.9388,715.5026,622.9253,645.9478,967.3591,918.9323,1106.6856,723.288781818182,675.2266,357.077
PIWIL2,11.7064,36.2731,10.8618,25.6798,35.4205,21.999,21.2947,57.5726,25.0687,10.3858,11.3693,57.5726,24.3301545454545,21.999,10.3858
FIGN,15.3084,4.623,48.2747,137.4622,31.1126,14.8254,14.0545,6.2241,0,40.0593,0.4943,137.4622,28.4035,14.8254,0
PNPO,751.4633,1382.2902,506.0796,800.6042,816.1077,746.0545,593.6968,1202.2822,1794.2995,2519.2878,1796.8364,2519.2878,1173.54565454545,816.1077,506.0796
PRMT6,681.2247,620.5548,337.1182,608.006,392.0189,320.4209,366.6951,226.6598,388.3929,790.8012,434.0089,790.8012,469.6274,392.0189,226.6598
RNF220,1786.8258,1356.0526,1162.2049,675.4758,1077.0851,1608.1444,1747.8535,1646.3278,516.5488,586.6172,1420.8403,1786.8258,1234.90692727273,1356.0526,516.5488
DZANK1,34.2188,31.6501,30.574,91.3897,26.3261,30.1291,48.552,19.1909,14.0797,31.1573,19.2783,91.3897,34.2314545454545,30.574,14.0797
GOLPH3L,1486.2674,991.8208,1030.2622,2476.5861,1970.1463,1456.241,767.8876,834.0249,1619.5055,3066.7656,1316.3618,3066.7656,1546.8972,1456.241,767.8876
BBS7,388.5637,275.9602,353.2098,257.5529,231.1906,173.6011,247.8705,267.6349,412.0879,287.8338,261.4928,412.0879,286.999836363636,267.6349,173.6011
MOB1A,1294.0117,993.5989,1338.4156,2713.7462,2059.1762,675.7532,1226.5758,655.083,3793.6126,3854.5994,984.6762,3854.5994,1780.8408,1294.0117,655.083
UBE2W,536.6952,376.6003,779.2338,2904.8338,987.4664,413.6777,423.339,461.6183,1520.9478,2879.822,406.8216,2904.8338,1062.82326363636,536.6952,376.6003
FBXW7,343.9892,319.7013,364.0716,1444.864,661.502,233.8594,545.9966,239.6266,582.0742,1089.0208,265.9417,1444.864,553.695218181818,364.0716,233.8594
RSAD1,512.8321,609.175,487.9766,338.3686,466.2105,683.4051,744.8893,632.2614,447.1154,387.2404,755.8082,755.8082,551.389327272727,512.8321,338.3686
UFSP2,473.557,273.2112,376.3776,473.9577,635.9801,526.3749,336.7291,447.1162,649.6051,334.7329,494.2659,649.6051,456.537063636364,473.557,273.2112
SYNJ2BP,1019.8109,927.4538,1200.4304,3631.4199,1840.9093,900.5261,917.3765,810.6846,2963.2555,7554.8961,1560.0593,7554.8961,2120.62021818182,1200.4304,810.6846
SIRPG,89.149,46.2304,44.6541,43.8066,20.5822,57.3888,355.6218,89.7303,21.978,47.4777,127.0391,355.6218,85.7870909090909,47.4777,20.5822
GPRC5D,6.3035,15.6472,2.0114,12.8399,13.4024,6.6954,19.5911,9.8548,20.6044,7.4184,7.909,20.6044,11.1161363636364,9.8548,2.0114
SLC35E3,194.0567,181.3656,212.0063,185.8006,158.9136,125.2989,143.9523,161.8257,146.978,232.9377,135.9367,232.9377,170.824736363636,161.8257,125.2989
ELAC1,133.2823,142.9587,105.0698,123.0136,178.4954,154.2563,243.2751,148.2158,194.4883,214.1246,227.3851,243.2751,169.505909090909,154.2563,105.0698
CNOT11,1762.2692,1252.1337,669.0066,876.1329,890.778,935.9158,1080.9199,1587.1369,1299.794,1599.4065,1816.1147,1816.1147,1251.78256363636,1252.1337,669.0066
CDV3,5159.8379,4116.2873,3777.8962,7845.1662,4753.5283,3194.1655,4653.322,3537.3444,5082.0742,11314.5401,4164.1127,11314.5401,5236.2068,4653.322,3194.1655
RUFY2,234.579,228.6629,317.8124,1074.7734,403.5401,176.9488,208.2666,137.9668,525.0687,1087.5371,189.3228,1087.5371,416.770781818182,234.579,137.9668
KANSL3,1170.1936,1046.5861,1124.8001,1253.0211,1265.5653,1323.7685,1603.0664,1188.278,1152.8159,1304.1543,1192.2887,1603.0664,1238.59436363636,1192.2887,1046.5861
IPO9,2015.7587,1582.1479,2453.1585,1820.2417,1547.4934,1482.5442,1880.3237,1627.5934,1445.0549,2059.3472,1576.3717,2453.1585,1771.82139090909,1627.5934,1445.0549
PARVA,1882.0351,1796.9417,3413.0201,6696.3746,2321.9581,2219.034,1169.9319,1079.3568,794.9863,2626.1128,964.4093,6696.3746,2269.46915454545,1882.0351,794.9863
UGGT2,229.6263,304.0541,986.0104,890.4834,1294.7633,538.0201,272.9983,139.0041,1104.0522,593.4718,331.1913,1294.7633,607.606845454546,538.0201,139.0041
EXOC2,598.8294,818.2788,800.1529,719.0332,1112.3955,722.1425,791.3118,543.5685,1449.5192,780.4154,697.9733,1449.5192,821.238227272727,780.4154,543.5685
LMBRD1,1168.8429,846.0171,922.0464,1273.4139,989.381,774.7489,959.1141,973.029,1566.6209,1109.7923,1046.4656,1566.6209,1057.22473636364,989.381,774.7489
PCID2,750.1126,559.0327,363.6693,216.0121,539.9235,562.8886,656.7291,741.7012,1040.522,224.0356,775.5808,1040.522,584.564318181818,562.8886,216.0121
KDM3A,1602.8816,792.6743,841.9909,1490.9366,2250.1598,1294.5959,1382.4532,909.2324,2683.0357,1670.6231,1362.8275,2683.0357,1480.12827272727,1382.4532,792.6743
PBK,642.9536,941.3229,771.1881,175.9819,449.9362,382.5921,532.7939,1278.0083,1421.3599,842.73,1131.9822,1421.3599,779.1681,771.1881,175.9819
WSB2,1513.7326,2213.7269,2491.7782,1816.4653,1913.1862,1903.3955,1578.7905,2266.5975,1905.5632,1749.2582,1439.4464,2491.7782,1890.17640909091,1903.3955,1439.4464
SLC50A1,996.398,1136.202,929.6899,563.4441,1003.7407,1511.7169,471.0392,1427.3859,879.1209,777.4481,1444.3895,1511.7169,1012.77956363636,996.398,471.0392
PCDHGA4,15.7587,8.5349,72.6293,23.4139,31.1126,21.999,15.3578,2.5934,12.3626,8.9021,1.4829,72.6293,19.4679272727273,15.3578,1.4829
PCDHA8,2.0756,0,0,0,3.1687,0,0,0,0.6868,5.2967,0,5.2967,1.02070909090909,0,0
SERTAD4,118.4151,60.4552,32.5854,332.3263,83.2861,59.3018,25.9796,47.7178,14.4231,13.3531,3.4602,332.3263,71.9367,47.7178,3.4602
CYP26B1,46.8258,31.2945,145.2263,170.6949,18.6676,54.5194,78.7905,39.9378,3.0907,20.7715,6.9204,170.6949,56.0672181818182,39.9378,3.0907
NRIP3,51.3282,22.0484,173.3866,365.5589,174.2306,97.0827,21.2947,19.1909,93.0632,146.8843,54.3747,365.5589,110.767563636364,93.0632,19.1909
FMN2,14.8582,0,3.6206,18.8822,1.9146,11.4778,8.092,17.1162,0,0,0,18.8822,6.9056,3.6206,0
CELF4,4.0522,0.3556,1.6092,15.1057,1.436,1.4347,1.7036,3.112,1.717,7.4184,0.9886,15.1057,3.53936363636364,1.7036,0.3556
THAP10,131.4723,134.4239,35.8037,83.0816,45.9509,43.5198,49.8296,56.5353,84.478,250.7418,95.4029,250.7418,91.9308909090909,83.0816,35.8037
MAP3K7CL,114.3629,47.2973,403.0936,315.71,59.3533,90.3874,108.1772,31.1203,29.1896,179.5252,56.8463,403.0936,130.460281818182,90.3874,29.1896
NCLN,2288.6087,3444.1679,2282.9902,252.2659,1236.8459,2625.0598,2331.3458,3576.7635,811.8132,575.6677,6083.045,6083.045,2318.96123636364,2288.6087,252.2659
CTNNBIP1,606.0333,837.8378,549.1245,405.5891,759.6264,1017.6949,476.1499,703.8382,314.217,359.0504,553.1389,1017.6949,598.390945454545,553.1389,314.217
CABP4,3.602,1.4225,11.4854,6.0423,17.2316,22.9555,7.0315,2.5934,0.6868,2.9674,1.4829,22.9555,7.04557272727273,3.602,0.6868
CPA6,15.3084,0.7112,2.4137,8.3082,0,0,1.7036,1.0373,0,0,0.9886,15.3084,2.77009090909091,0.9886,0
PITHD1,1125.1688,1210.8819,595.3878,1283.2326,728.0351,868.0057,852.6405,1018.1535,1497.2527,1876.8546,1706.871,1876.8546,1160.22583636364,1125.1688,595.3878
C12orf4,324.6285,310.0996,371.3128,777.9456,425.5248,256.8149,433.5605,295.6432,1012.706,1151.3353,476.0257,1151.3353,530.508809090909,425.5248,256.8149
LYRM1,667.7172,449.1465,388.6112,700.1511,467.6465,440.4591,415.6729,1631.7427,358.8599,462.908,298.5665,1631.7427,571.043781818182,449.1465,298.5665
TMEM63C,33.3183,77.8805,9.2526,27.1903,43.5577,82.7355,34.0716,36.8257,13.0495,7.4184,91.4483,91.4483,41.5225818181818,34.0716,7.4184
SALL4,15.7587,48.3642,84.0784,126.1329,149.3405,69.8231,54.9404,22.8216,13.3929,16.3205,3.9545,149.3405,54.9934272727273,48.3642,3.9545
ERGIC1,4476.362,4910.3841,5684.3439,4971.2991,6340.7501,8437.1114,3535.7751,9169.6058,1802.5412,2517.8042,3321.7993,9169.6058,5015.25238181818,4910.3841,1802.5412
SENP7,185.502,217.2831,220.8567,1337.6133,622.7309,219.9904,287.4787,91.805,475.9615,737.3887,142.8571,1337.6133,412.678854545455,220.8567,91.805
KLHL42,696.5331,679.5875,1068.0774,2753.0211,1225.3582,645.6241,818.569,689.834,983.5165,2157.27,531.389,2753.0211,1113.52544545455,818.569,531.389
NLGN2,462.4043,318.2788,1101.4673,851.2085,452.8082,1385.9397,374.3612,336.0996,64.5604,197.3294,330.2027,1385.9397,534.060009090909,374.3612,64.5604
ZNF471,33.7686,12.4467,96.5494,175.2266,43.5577,25.3467,44.7189,16.5975,16.8269,23.7389,4.4488,175.2266,44.8387909090909,25.3467,4.4488
FAM135A,568.6628,715.1494,539.4696,1840.6344,1662.3707,469.6318,773.4242,483.4025,1869.8489,2655.7864,385.0717,2655.7864,1087.58658181818,715.1494,385.0717
USP36,1509.2301,1056.1878,961.0685,1408.6103,605.0206,932.5681,1330.494,1496.3693,586.8819,1155.7864,1235.7884,1509.2301,1116.18230909091,1155.7864,586.8819
ZFP14,117.9649,80.7255,116.2615,578.5498,291.5012,91.3439,247.8705,90.249,242.4451,418.3976,97.3801,578.5498,215.699009090909,117.9649,80.7255
GATAD1,822.1522,779.5164,702.3966,1165.4079,735.6936,654.7107,775.5537,676.3485,1006.8681,1333.8279,777.0638,1333.8279,857.230854545455,777.0638,654.7107
GRHL3,44.5745,177.4538,0,0,4.7866,7.1736,7.6661,60.166,1.717,5.9347,3.4602,177.4538,28.4484090909091,5.9347,0
WFDC1,251.2382,139.0469,419.1852,271.148,308.7328,488.2831,92.845,147.3029,5.1511,13.3531,5.9318,488.2831,194.7471,147.3029,5.1511
ZNF77,72.9401,54.0541,51.0907,33.9879,91.9019,60.7365,55.7922,57.5726,143.2005,62.3145,100.8403,143.2005,71.3119363636364,60.7365,33.9879
NTN4,324.1783,162.8734,713.2584,141.994,319.2633,226.2076,289.6082,189.834,206.044,314.5401,124.5675,713.2584,273.851709090909,226.2076,124.5675
TRMT11,244.4845,337.1266,170.9728,193.3535,304.9036,218.5557,209.54,248.9627,934.4093,480.7122,539.2981,934.4093,352.938090909091,248.9627,170.9728
ZFAND3,1508.3296,1631.2233,1605.1332,1465.2568,1110.4809,1587.7571,1207.8365,1287.8631,605.0824,1145.4006,1066.7326,1631.2233,1292.82691818182,1287.8631,605.0824
GALNT11,665.466,604.9075,709.6378,972.8097,882.6408,771.4012,621.3799,495.332,837.9121,826.4095,654.4736,972.8097,731.124554545455,709.6378,495.332
CHP2,174.6961,199.8578,0,0,2.3933,0.9565,164.8211,1.556,0,4.451,0.4943,199.8578,49.9296454545455,1.556,0
MYO1G,317.8748,181.7212,519.3551,211.4804,411.1651,478.2401,1089.8637,206.9502,238.3242,178.0415,394.4637,1089.8637,384.316363636364,317.8748,178.0415
GOLPH3,3139.5768,2296.2304,2968.893,4515.861,2571.8163,2101.3869,1937.3935,2026.971,2379.4643,5707.7151,2691.5472,5707.7151,2939.71413636364,2571.8163,1937.3935
GFRA4,0,0,0,0,0,0.4782,0,0,0,0,0,0.4782,0.043472727272727,0,0
TINAGL1,1316.0738,3259.6017,1429.3329,335.3474,1297.1565,1536.5854,2143.5264,3383.8174,606.7995,299.7033,1538.8038,3383.8174,1558.79528181818,1429.3329,299.7033
ABCG5,14.8582,123.7553,1.2069,7.5529,5.7439,1.913,22.5724,8.8174,3.7775,8.9021,2.4716,123.7553,18.3246545454546,7.5529,1.2069
AZI2,846.9158,724.3954,1060.4339,1397.281,1098.9931,858.4409,642.6746,599.5851,1071.772,1373.8872,626.2976,1397.281,936.425145454546,858.4409,599.5851
GMCL1,458.8023,379.0896,640.8464,787.0091,623.6882,381.1573,375.2129,256.2241,406.9368,740.3561,274.345,787.0091,483.9698,406.9368,256.2241
SUSD1,391.7154,713.0156,477.9194,221.2991,601.67,395.0263,476.5758,185.166,699.8626,354.5994,466.1394,713.0156,452.999,466.1394,185.166
INF2,3293.1112,2766.7141,2367.0686,425.9819,2743.6536,5909.6126,3169.506,2323.6515,496.5659,342.73,3108.2551,5909.6126,2449.71368181818,2743.6536,342.73
ALDH8A1,6.3035,0.3556,17.2984,10.574,7.1798,6.6954,8.5179,4.1494,15.4533,45.9941,19.2783,45.9941,12.8908818181818,8.5179,0.3556
CREB3L2,1966.6817,1980.0853,3195.3817,9712.9909,2464.5974,2627.451,2744.8893,1903.0083,1709.1346,6050.4451,1257.5383,9712.9909,3237.47305454545,2464.5974,1257.5383
DDX31,437.6407,443.8122,280.3955,77.7946,340.8028,304.6389,525.1278,394.1909,492.4451,160.2374,386.5546,525.1278,349.421863636364,386.5546,77.7946
MRPS26,796.4881,738.2646,417.1737,108.7613,597.3621,896.7001,877.3424,1644.1909,645.261,188.4273,1547.7014,1644.1909,768.879354545455,738.2646,108.7613
MRPL34,1000.9005,536.6287,780.843,256.7976,429.8327,675.7532,584.3271,757.7801,178.228,439.1691,1474.0484,1474.0484,646.755309090909,584.3271,178.228
WNK4,1670.4367,1909.8222,59.4261,303.6254,334.743,1048.7805,175.1959,190.1556,56.6621,111.9288,476.1592,1909.8222,576.085045454546,303.6254,56.6621
STK33,76.0919,1.4225,6.8389,329.3051,158.9136,107.604,6.8143,18.6722,83.7912,182.4926,93.9199,329.3051,96.8969272727273,83.7912,1.4225
CAPRIN2,140.027,214.7937,273.5565,713.7462,213.4804,153.5151,333.4753,119.2946,324.1758,445.1039,262.9758,713.7462,290.376754545455,262.9758,119.2946
SECISBP2,1058.0819,507.8236,714.063,682.0242,747.1813,725.9684,932.2828,634.8548,858.5165,818.9911,830.9441,1058.0819,773.702881818182,747.1813,507.8236
ZNF426,123.8181,69.3457,150.0538,211.4804,318.3059,85.605,126.4906,114.6266,234.2033,135.0148,30.1532,318.3059,145.372490909091,126.4906,30.1532
GDPD3,61.9856,53.8727,20.3075,13.5498,114.6093,223.1468,162.4744,144.5851,44.9588,10.3858,101.1962,223.1468,86.4610909090909,61.9856,10.3858
TMEM43,2143.1787,1457.3257,2369.4824,2804.3807,2196.5503,2192.7308,2302.8109,1706.4315,1285.7143,1250.7418,1290.1631,2804.3807,1909.04638181818,2143.1787,1250.7418
IRX3,33.3183,92.8165,72.0097,43.0514,79.4568,98.5175,4.2589,2.5934,0,2.9674,16.3124,98.5175,40.4820272727273,33.3183,0
PARP8,343.5389,101.707,461.0232,854.2296,683.5201,401.2434,829.2164,193.4647,148.3516,416.9139,105.7835,854.2296,412.635663636364,401.2434,101.707
